trial_index,arrow,sound_onset_psy,sound_onset_dev,arrow_onset_psy,arrow_onset_dev,response_key,rt_psy,rt_dev
1,none,9.175003599841148,8168.5708119,,,NaN,NaN,NaN
2,right,10.67446449981071,8170.0723187,10.67446449981071,8170.0723187,False,NaN,NaN
3,none,12.173954999772832,8171.5715746000005,,,NaN,NaN,NaN
4,right,13.673232399858534,8173.072516300001,13.673232399858534,8173.072516300001,False,NaN,NaN
5,none,15.189416399924085,8174.5727709,,,NaN,NaN,NaN
6,left,16.672316999873146,8176.076328300001,16.672316999873146,8176.076328300001,NaN,NaN,NaN
