trial_index,arrow,sound_onset_psy,sound_onset_dev,arrow_onset_psy,arrow_onset_dev,response_key,rt_psy,rt_dev
109,none,185.70622610000282,21448.11528586,,,NaN,NaN,NaN
110,none,187.3421307000026,21449.75517824,,,NaN,NaN,NaN
111,none,188.99805670000205,21451.408766665,,,NaN,NaN,NaN
112,right,190.66471680000177,21453.07373042,190.66471680000177,21453.07373042,red,0.3951801000002888,0.3950613749984768
113,none,192.23973730000216,21453.470296490003,,,NaN,NaN,NaN
114,left,193.9062877000033,21456.31548245,193.9062877000033,21456.31548245,NaN,NaN,NaN
115,none,195.56478690000222,21457.973917220002,,,NaN,NaN,NaN
116,left,197.21494970000276,21459.62387566,197.21494970000276,21459.62387566,NaN,NaN,NaN
117,none,198.83982950000063,21461.248904185002,,,NaN,NaN,NaN
118,right,200.4482035000001,21462.85721293,200.4482035000001,21462.85721293,False,NaN,NaN
119,none,202.0482574000016,21464.457233255,,,NaN,NaN,NaN
120,none,203.72347120000268,21466.13402618,,,NaN,NaN,NaN
121,right,205.32339820000198,21467.732408170003,205.32339820000198,21467.732408170003,red,0.3763113999993948,0.3773466649981856
122,none,206.89830530000108,21468.115559275,,,NaN,NaN,NaN
123,left,208.51495440000144,21470.924352100003,208.51495440000144,21470.924352100003,NaN,NaN,NaN
124,none,210.17344420000154,21472.582227085,,,NaN,NaN,NaN
125,none,211.83999780000158,21474.24897307,,,NaN,NaN,NaN
126,right,213.5016323000018,21475.915662505002,213.5016323000018,21475.915662505002,red,0.4234474000004411,0.4215644899995823
127,none,215.0567766000022,21476.34074969,,,NaN,NaN,NaN
128,none,216.68175640000118,21479.09075722,,,NaN,NaN,NaN
129,none,218.34012520000033,21480.749026085003,,,NaN,NaN,NaN
130,none,220.0151377000002,21482.424678475003,,,NaN,NaN,NaN
131,left,221.665181700002,21484.074034105,221.665181700002,21484.074034105,NaN,NaN,NaN
132,none,223.33181110000078,21485.741014025003,,,NaN,NaN,NaN
133,none,224.99860930000068,21487.40752543,,,NaN,NaN,NaN
134,none,226.6404453000032,21489.04937543,,,NaN,NaN,NaN
135,none,228.28189720000228,21490.690707805003,,,NaN,NaN,NaN
136,none,229.9249849000007,21492.33836981,,,NaN,NaN,NaN
137,none,231.5569488000001,21493.966100795,,,NaN,NaN,NaN
138,none,233.265355800002,21495.674381120003,,,NaN,NaN,NaN
139,right,234.93192679999993,21497.341195915,234.93192679999993,21497.341195915,red,0.3772884000027261,0.3777392400006647
140,none,236.50697060000311,21497.72439545,,,NaN,NaN,NaN
141,left,238.14880500000072,21500.557764830002,238.14880500000072,21500.557764830002,NaN,NaN,NaN
142,none,239.82535340000322,21502.23904457,,,NaN,NaN,NaN
143,none,241.4805163000019,21503.893913120002,,,NaN,NaN,NaN
144,none,243.13213410000026,21505.540975840002,,,NaN,NaN,NaN
145,left,244.77376710000317,21507.182726425002,244.77376710000317,21507.182726425002,NaN,NaN,NaN
146,none,246.42382360000192,21508.83320501,,,NaN,NaN,NaN
147,right,248.08257349999985,21510.49102696,248.08257349999985,21510.49102696,red,0.3427545000013197,0.3487777949994779
148,none,249.64874490000147,21510.841097005003,,,NaN,NaN,NaN
149,none,251.29884149999998,21513.707612995,,,NaN,NaN,NaN
150,none,252.93587930000285,21515.349091250002,,,NaN,NaN,NaN
151,none,254.58776870000293,21517.00123048,,,NaN,NaN,NaN
152,left,256.25177330000224,21518.665648460003,256.25177330000224,21518.665648460003,NaN,NaN,NaN
153,none,257.95136750000165,21520.364843585,,,NaN,NaN,NaN
154,none,259.6157208000004,21522.027395105,,,NaN,NaN,NaN
155,none,261.2656584000033,21523.674431545,,,NaN,NaN,NaN
156,left,262.8740577000026,21525.282818075,262.8740577000026,21525.282818075,NaN,NaN,NaN
157,none,264.5522316000024,21526.965948290002,,,NaN,NaN,NaN
158,right,266.22394650000206,21528.632994155003,266.22394650000206,21528.632994155003,red,0.4097741000005044,0.41270499999882304
